 ,Issuer,Cum,QDI,Sector,"Fix/
Float",Type,Ticker,Coupon  Percent,Current Price,Change,Current Yield,Ann Yield to Worst ,IG,S&P Rating,Moody Rating,Quarterly Int / Div,1st Call,Maturity Date,Pay Dates,,All
,Priority Income Fund Term ,Yes,Var,CEF,Fix,Term,PRIF-H,6.000%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.38,5/6/2023,12/31/2026,"LD 3,6,9,12",0.98,All
,Priority Income Fund Term ,Yes,Var,CEF,Fix,Term ,PRIF-I,6.125%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.38,6/17/2024,6/30/2028,"LD 3,6,9,12",-1.56,All
,Priority Income Fund Term ,Yes,Var,CEF,Fix,Term,PRIF-J,6.000%,$23.85,-$0.05,6.37%,4.60%,N,NR,NR,$0.38,8/10/2024,12/31/2028,"LD 3,6,9,12",-1.42,All
,Priority Income Fund Term ,Yes,Var,CEF,Fix,Term,PRIF-L,6.375%,$24.20,$0.00,6.61%,2.94%,N,NR,NR,$0.40,2/25/2025,3/31/2029,"LD 3,6,9,12",-0.87,All
,Prospect Capital,Yes,No,BDC,Fix,Trad,PSEC-A,5.350%,$17.13,$0.15,7.71%,67.86%,N,BB,Ba2,$0.33,7/19/2026,NONE,"1st 2,5,8,11",0.52,All
,Prudential Financial   ,No,No,Insurance,Fix,BB,PRS,5.625%,$23.98,$0.05,5.86%,4.08%,Y,BBB+,Baa1,$0.35,8/15/2023,8/15/2058,"15th 2,5,8,11",-2.41,All
,Prudential Financial   ,No,No,Insurance,Fix,BB,PFH,4.125%,$17.69,$0.00,5.83%,-76.26%,Y,BBB+,Baa1,$0.26,9/1/2025,9/1/2060,"1st 3,6,9,12",-0.36,All
,Public Storage,Yes,No,eREIT,Fix,Trad,PSA-F,5.150%,$20.92,$0.10,6.15%,16.32%,Y,BBB+,A3,$0.32,6/2/2022,NONE,"LD 3,6,9,12",-3.61,All
,Public Storage,Yes,No,eREIT,Fix,Trad,PSA-H,5.600%,$23.22,$0.03,6.03%,2.14%,Y,BBB+,A3,$0.35,3/11/2024,NONE,"LD 3,6,9,12",-1.83,All
,Public Storage,Yes,No,eREIT,Fix,Trad,PSA-G,5.050%,$20.46,$0.00,6.17%,18.16%,Y,BBB+,A3,$0.32,8/9/2022,NONE,"LD 3,6,9,12",-3.42,All
,Public Storage,Yes,No,eREIT,Fix,Trad,PSA-I,4.875%,$19.60,-$0.03,6.22%,21.60%,Y,BBB+,A3,$0.30,9/12/2024,NONE,"LD 3,6,9,12",-1.33,All
,Public Storage,Yes,No,eREIT,Fix,Trad,PSA-J,4.700%,$18.88,-$0.04,6.46%,24.48%,Y,BBB+,A3,$0.30,11/15/2024,NONE,"LD 3,6,9,12",-1.15,All
,Public Storage,Yes,No,eREIT,Fix,Trad,PSA-K,4.750%,$19.23,-$0.04,6.34%,23.08%,Y,BBB+,A3,$0.30,12/20/2024,NONE,"LD 3,6,9,12",-1.05,All
,Public Storage,Yes,No,eREIT,Fix,Trad,PSA-L,4.625%,$18.74,-$0.06,6.50%,-37.86%,Y,BBB+,A3,$0.30,6/17/2025,NONE,"LD 3,6,9,12",-0.56,All
,Public Storage,Yes,No,eREIT,Fix,Trad,PSA-M,4.125%,$16.58,$0.00,6.22%,-76.84%,Y,BBB+,A3,$0.26,8/14/2025,NONE,"LD 3,6,9,12",-0.41,All
,Public Storage,Yes,No,eREIT,Fix,Trad,PSA-N,3.875%,$15.65,$0.01,6.19%,-137.50%,Y,BBB+,A3,$0.24,10/6/2025,NONE,"LD 3,6,9,12",-0.26,All
,Public Storage,Yes,No,eREIT,Fix,Trad,PSA-O,3.900%,$15.80,-$0.03,6.17%,-247.26%,Y,BBB+,A3,$0.24,11/17/2025,NONE,"LD 3,6,9,12",-0.15,All
,Public Storage,Yes,No,eREIT,Fix,Trad,PSA-P,4.000%,$16.16,-$0.01,6.19%,87.87%,Y,BBB+,A3,$0.25,6/16/2026,NONE,"LD 3,6,9,12",0.43,All
,Public Storage,Yes,No,eREIT,Fix,Trad,PSA-Q,3.950%,$15.87,$0.01,6.22%,66.81%,Y,BBB+,A3,$0.25,8/17/2026,NONE,"LD 3,6,9,12",0.60,All
,Public Storage,Yes,No,eREIT,Fix,Trad,PSA-R,4.000%,$16.17,$0.00,6.18%,47.24%,Y,BBB+,A3,$0.25,11/19/2026,NONE,"LD 3,6,9,12",0.86,All
,Public Storage,Yes,No,eREIT,Fix,Trad,PSA-S,4.100%,$16.47,$0.01,6.22%,40.07%,Y,BBB+,A3,$0.26,1/12/2027,NONE,"LD 3,6,9,12",1.01,All
,Pyxis Tankers Convert,Yes,No,Shipping,Fix,Conv,PXSAP,7.750%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,$0.16,8/13/2023,NONE,20th Month,-2.41,All
,QVC Inc,No,No,Retail,Fix,BB,QVCD,6.375%,$8.85,$0.07,18.01%,64.60%,N,BB+,Ba2,$0.40,9/13/2023,9/13/2067,"15th 3,6,9,12",-2.33,All
,QVC Inc,No,No,Other,Fix,BB,QVCC,6.250%,$8.79,$0.09,17.78%,64.84%,N,BB+,Ba2,$0.39,11/26/2024,11/26/2068,"15th 3,6,9,12",-1.12,All
,Qwest Corp  ,No,No,Telecom,Fix,BB,CTBB,6.500%,$18.40,$0.05,8.83%,26.40%,N,BB-,B2,$0.41,9/1/2021,9/1/2056,"1st 3,6,9,12",-4.36,All
,Qwest Corp  ,No,No,Telecom,Fix,BB,CTDD,6.750%,$18.95,$0.15,8.91%,24.20%,N,BB-,B2,$0.42,6/15/2022,6/15/2057,"15th 3,6,9,12",-3.57,All
,Ramaco Resources,No,No,Other,Fix,BB,METCL,9.000%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.56,7/30/2023,7/30/2026,"30th 1,4,7,10",-2.45,All
,Ramaco Resources,No,No,Other,Fix,BB,METCZ,8.375%,$25.60,$0.07,8.13%,5.43%,N,NR,NR,$0.52,11/30/2026,11/30/2029,"30th 1,4,7,10",0.89,All
,Raymond James,No,Yes,Asset Mgr,Fix-Float,Trad,RJF-B,6.375%,$24.99,$0.00,6.37%,6.45%,Y,NR,Baa3,$0.40,7/1/2026,NONE,"1st 1,4,7,10",0.47,All
,Ready Capital,No,No,mREIT,Fix,BB,RCB,6.200%,$24.73,$0.23,6.28%,1.08%,N,NR,NR,$0.39,7/30/2022,7/30/2026,"30th 1,4,7,10",-3.45,All
,Ready Capital,No,No,mREIT,Fix,BB,RCC,5.750%,$25.12,$0.00,5.73%,-0.48%,N,NR,NR,$0.36,2/15/2023,2/15/2026,"30th 1,4,7,10",-2.90,All
,Ready Capital,Yes,No,mREIT,Fix,Trad,RC-E,6.500%,$13.78,-$0.11,11.90%,119.67%,N,NR,NR,$0.41,6/10/2026,NONE,"LD 1,4,7,10",0.42,All
,Ready Capital,No,No,mREIT,Fix,BB,RCD,9.000%,$21.03,$0.04,10.71%,27.76%,N,NR,NR,$0.56,12/15/2026,12/15/2029,"1th 3,6,9,12",0.93,All
,Ready Capital (Anworth),Yes,No,mREIT,Fix,CONV,RC-C,6.250%,$13.60,$0.01,11.49%,45.60%,N,NR,NR,$0.39,1/25/2012,NONE,"15th 1,4,7,10",-13.97,All
,Realty Income (Spirit),Yes,No,eREIT,Fix,Trad,O-,6.000%,Redeem,Redeem,Redeem,Redeem,N,BB,Ba1,$0.38,10/3/2022,NONE,"LD 3,6,9,12",-3.27,All
,Redwood Trust,Yes,No,mREIT,Fix,FRR,RWT-A,10.000%,No Quote,#N/A,#VALUE!,#VALUE!,N,NR,NR,$0.63,4/15/2028,NONE,"15th 1,4,7,10",2.27,All
,Redwood Trust,No,No,mREIT,Fix,BB,RWTN,9.125%,$25.24,$0.19,9.03%,2.16%,N,NR,NR,$0.57,3/1/2026,3/1/2029,"1st 3,6,9,12",0.14,All
,Redwood Trust,No,No,mREIT,Fix,BB,RWTO,9.000%,$25.09,$0.06,8.97%,8.41%,N,NR,NR,$0.56,9/1/2026,9/1/2029,"1st 3,6,9,12",0.64,All
,Redwood Trust,No,No,mREIT,Fix,BB,RWTP,9.125%,$24.62,-$0.09,9.26%,10.59%,N,NR,NR,$0.57,3/1/2027,3/1/2030,"1st 3,6,9,12",1.14,All
,Redwood Trust,No,No,mREIT,Fix,BB,RWTQ,9.500%,$25.53,-$0.19,9.31%,#DIV/0!,N,NR,NR,$0.59,12/1/2027,12/1/2030,"1st 3,6,9,12",,All
,Regency Centers (Urstadt),Yes,No,eREIT,Fix,Trad,REGCO,5.875%,$22.79,-$0.09,6.49%,-0.44%,N,NR,NR,$0.37,10/1/2024,NONE,"LD 1,4,7,10",-1.27,All
,Regency Centers (Urstadt),Yes,No,eREIT,Fix,Trad,REGCP,6.250%,$23.63,-$0.12,6.60%,5.48%,N,NR,NR,$0.39,9/18/2022,NONE,"LD 1,4,7,10",-3.31,All
,Regions Financial,No,Yes,Bank,Fix,Trad,RF-E,4.450%,$17.35,-$0.06,6.46%,77.60%,Y,BB+,Baa3,$0.28,6/15/2026,NONE,"15th 3,6,9,12",0.43,All
,Regions Financial,No,Yes,Bank,Fix-Float,Trad,RF-B,6.375%,Redeem,Redeem,Redeem,Redeem,Y,BB+,Baa3,$0.40,9/15/2024,NONE,"15th 3,6,9,12",-1.32,All
,Regions Financial,No,Yes,Bank,Fix-Float,Trad,RF-C,5.700%,$24.14,-$0.01,5.90%,6.86%,Y,BB+,Baa3,$0.36,8/15/2029,NONE,"15h 2,5,8,11",3.60,All
,Regions Financial,No,Yes,Bank,Fix-Reset,Trad,RF-F,6.950%,$25.38,-$0.04,6.84%,6.43%,Y,BB+,Baa3,$0.43,9/15/2029,NONE,"15th 3,6,9,12",3.68,All
,Reinsurance Group of America,No,No,Insurance,Fix,BB,RZB,5.750%,$24.93,-$0.05,5.76%,6.41%,Y,BBB,Baa2,$0.36,6/15/2026,6/15/2056,"15th 3,6,9,12",0.43,All
,Reinsurance Group of America,No,No,Insurance,Fix,BB,RZC,7.125%,$25.43,-$0.01,7.08%,6.10%,Y,BBB,Baa2,$0.45,10/15/2027,10/15/2052,"1st 1,4,7,10",1.76,All
,RenaissanceRE Holdings,No,Yes,Insurance,Fix,Trad,RNR-G,4.200%,$15.95,-$0.07,6.58%,77.24%,Y,BBB,Baa2,$0.26,7/15/2026,NONE,"1st 3,6,9,12",0.51,All
,RenaissanceRE Holdings,No,Yes,Insurance,Fix,Trad,RNR-F,5.750%,$22.35,-$0.05,6.43%,10.60%,Y,BBB,Baa2,$0.36,6/30/2023,NONE,"1st 3,6,9,12",-2.53,All
,Rexford Industrial Realty,Yes,No,eREIT,Fix,Trad,REXR-B,5.875%,$22.31,-$0.12,6.58%,10.76%,N,NR,NR,$0.37,11/13/2022,NONE,"LD 3,6,9,12",-3.16,All
,Rexford Industrial Realty,Yes,No,eREIT,Fix,Trad,REXR-C,5.625%,$21.24,$0.00,6.62%,-4.91%,N,NR,NR,$0.35,9/20/2024,NONE,"LD 3,6,9,12",-1.30,All
,Rithm Capital ,Yes,No,mREIT,Fix,Trad,RITM-E,8.750%,$25.67,-$0.01,8.52%,#DIV/0!,N,NR,NR,$0.55,11/15/2030,NONE,"15th 2,5,8,11",,All
,Rithm Capital (New Rez),Yes,No,mREIT,Fix-Float,Trad,RITM-B,7.125%,$25.63,$0.04,Float,Float,N,NR,NR,Float,8/15/2024,NONE,"15th 2,5,8,11",-1.40,All
,Rithm Capital (New Rez),Yes,No,mREIT,Fix-Float,Trad,RITM-A,7.500%,$25.73,$0.06,Float,Float,N,NR,NR,Float,8/15/2024,NONE,"15th 2,5,8,11",-1.40,All
,Rithm Capital (New Rez),Yes,No,mREIT,Fix-Float,Trad,RITM-C,6.375%,$25.04,-$0.05,Float,#VALUE!,N,NR,NR,Float,2/15/2025,NONE,"15th 2,5,8,11",-0.90,All
,Rithm Capital (New Rez),Yes,No,mREIT,FRR,Trad,RITM-D,7.000%,$24.79,$0.01,7.06%,8.05%,N,NR,NR,$0.44,11/15/2026,NONE,"15th 2,5,8,11",0.85,All
,Rithm Property Trust,Yes,No,mREIT,FTF,Trad,RPT-C,9.875%,$25.26,$0.06,9.77%,#DIV/0!,N,NR,NR,$0.62,5/15/2030,NONE,"15th 2,5,8,11",,All
,RiverNorth Capital and Income,Yes,Var,CEF,Fix,Term,RMPL-,5.875%,Redeemed,Redeemed,Redeemed,Redeemed,N,NR,NR,$0.37,10/31/2020,10/31/2024,"15th 2,5,8,11",-5.19,All
,RiverNorth Opportunities Fund,Yes,Var,CEF,Fix,Trad,RIV-A,6.000%,$23.33,-$0.02,6.43%,11.40%,Y,NR,A1,$0.38,5/15/2027,NONE,"15th 2,5,8,11",1.35,All
,RiverNorth/DoubleLine Strategic,Yes,Var,CEF,Fix,Trad,OPP-A,4.375%,$17.00,$0.01,6.43%,-205.93%,Y,NR,A1,$0.27,11/15/2025,NONE,"15th 2,5,8,11",-0.15,All
,RiverNorth/DoubleLine Strategic,Yes,Var,CEF,Fix,Trad,OPP-B,4.750%,$18.52,-$0.08,6.48%,30.01%,Y,NR,A1,$0.30,2/15/2027,NONE,"15th 2,5,8,11",1.10,All
,RLJ Lodging Trust,Yes,No,Hotel REIT,Fix,CONV,RLJ-A,7.800%,$25.00,$0.03,7.80%,NA,N,NR,NR,$0.49,NONE,NONE,"LD 1,4,7,10", ,All
,Runway Growth Finance,No,No,BDC,Fix,BB,RWAYL,7.500%,$25.24,$0.02,7.43%,8.09%,N,NR,NR,$0.47,7/28/2024,7/28/2027,"1st 3,6,9,12",-1.45,All
,Runway Growth Finance,No,No,BDC,Fix,BB,RWAYZ,8.000%,$25.34,$0.01,7.89%,9.22%,N,NR,NR,$0.50,12/31/2024,12/31/2027,"1st 3,6,9,12",-1.02,All
,Sachem Capital,No,No,mREIT,Fix,BB,SCCB,7.125%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,$0.45,6/30/2021,6/30/2024,"30th 3,6,9,12",-4.53,All
,Sachem Capital,No,No,mREIT,Fix,BB,SACC,6.875%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.43,11/7/2021,12/30/2024,"30th 3,6,9,12",-4.18,All
,Sachem Capital,No,No,mREIT,Fix,BB,SCCC,7.750%,Called,Called,Called,#VALUE!,N,NR,NR,$0.48,9/4/2022,9/30/2025,"30th 3,6,9,12",-3.35,All
,Sachem Capital,Yes,No,mREIT,Fix,Trad,SACH-A,7.750%,$18.08,$0.08,10.72%,69.80%,N,NR,NR,$0.48,6/29/2026,NONE,"30th 3,6,9,12",0.47,All
,Sachem Capital,No,No,mREIT,Fix,BB,SCCD,6.000%,$24.20,$0.00,6.28%,3.20%,N,NR,NR,$0.38,9/20/2023,9/30/2026,"30th 3,6,9,12",-2.31,All
,Sachem Capital,No,No,mREIT,Fix,BB,SCCE,6.000%,$23.35,$0.05,6.51%,2.92%,N,NR,NR,$0.38,3/9/2024,3/30/2026,"30th 3,6,9,12",-1.84,All
,Sachem Capital,No,No,mREIT,Fix,BB,SCCF,7.125%,$23.37,$0.13,7.70%,3.79%,N,NR,NR,$0.45,5/11/2024,6/30/2027,"30th 3,6,9,12",-1.67,All
,Sachem Capital,No,No,mREIT,Fix,BB,SCCG,8.000%,$23.49,-$0.32,8.51%,6.04%,N,NR,NR,$0.50,8/23/2024,9/30/2027,"30th 3,6,9,12",-1.38,All
,Safe Bulkers,Yes,Yes,Shipping,Fix,Trad,SB-C,8.000%,$25.88,$0.00,7.73%,-3.52%,N,NR,NR,$0.50,5/31/2019,NONE,"30th 1,4,7,10",-6.62,All
,Safe Bulkers,Yes,Yes,Shipping,Fix,Trad,SB-D,8.000%,$25.70,$0.04,7.78%,-2.80%,N,NR,NR,$0.50,6/30/2019,NONE,"30th 1,4,7,10",-6.53,All
,Saratoga Investment,No,No,BDC,Fix,BB,SAT,6.000%,$24.86,$0.00,6.03%,5.71%,N,NR,NR,$0.38,4/27/2024,4/30/2027,"LD 2,5,8,11",-1.70,All
,Saratoga Investment,No,No,BDC,Fix,BB,SAJ,8.000%,$25.54,$0.00,7.83%,9.63%,N,NR,NR,$0.50,10/27/2024,10/31/2027,"LD 2,5,8,11",-1.20,All
,Saratoga Investment,No,No,BDC,Fix,BB,SAY,8.125%,$25.33,$0.01,8.02%,9.25%,N,NR,NR,$0.51,12/13/2024,12/31/2027,"LD 2,5,8,11",-1.07,All
,Saratoga Investment,No,No,BDC,Fix,BB,SAZ,8.500%,$25.40,$0.03,8.37%,10.53%,N,NR,NR,$0.53,4/14/2025,4/15/2028,"LD 2,5,8,11",-0.74,All
,Saul Centers,Yes,No,eREIT,Fix,Trad,BFS-D,6.125%,$20.97,$0.32,7.30%,16.12%,N,NR,NR,$0.38,1/23/2023,NONE,"15th 1,4,7,10",-2.96,All
,Saul Centers,Yes,No,eREIT,Fix,Trad,BFS-E,6.000%,$22.44,$0.29,6.68%,10.24%,N,NR,NR,$0.38,9/17/2024,NONE,"15th 1,4,7,10",-1.31,All
,SCE Trust,Yes,Yes,Ute,Fix,Trust P,SCE-G,5.100%,$18.41,-$0.01,6.93%,26.36%,Y,BB+,Baa3,$0.32,3/15/2018,NONE,"15th 3,6,9,12",-7.83,All
,SCE Trust,Yes,Yes,Ute,Fix,Trust P,SCE-L,5.000%,$18.10,$0.09,6.85%,27.60%,Y,BB+,Baa3,$0.31,6/26/2022,NONE,"15th 3,6,9,12",-3.54,All
,SCE Trust,Yes,Yes,Ute,Fix-Float,Trust P,SCE-K,5.450%,$25.00,$0.02,5.44%,5.44%,Y,BB+,Baa3,$0.34,3/15/2026,NONE,"15th 3,6,9,12",0.18,All
,SCE Trust,Yes,Yes,Ute,Fix-Float,Trust P,SCE-J,5.375%,$25.00,$0.01,5.44%,5.44%,Y,BB+,Baa3,$0.34,9/15/2025,NONE,"15th 3,6,9,12",-0.32,All
,SCE Trust,Yes,Yes,Ute,Fix-Float,Trust P,SCE-H,5.750%,Redeem,Redeem,Redeem,Redeem,Y,BB+,Baa3,Float,3/15/2024,NONE,"15th 3,6,9,12",-1.82,All
,SCE Trust VII,Yes,Yes,Ute,Fix,Trust P,SCE-M,7.500%,$25.15,$0.16,7.46%,7.25%,Y,BB+,Baa3,$0.47,11/22/2028,NONE,"15th 3,6,9,12",2.87,All
,SCE Trust VIII,Yes,Yes,Ute,Fix,Trust P,SCE-N,6.950%,$23.96,$0.26,7.18%,8.42%,Y,BB+,Baa3,$0.43,5/13/2029,NONE,"15th 3,6,9,12",3.34,All
,Schwab Charles,No,Yes,Finance,Fix,Trad,SCHW-D,5.950%,$25.14,$0.02,5.92%,-0.56%,Y,BBB,Baa2,$0.37,6/1/2021,NONE,"1st 3,6,9,12",-4.61,All
,Schwab Charles,No,Yes,Finance,Fix,Trad,SCHW-J,4.450%,$19.00,$0.02,5.89%,67.15%,Y,BBB,Baa2,$0.28,6/1/2026,NONE,"1st 3,6,9,12",0.39,All
,Scorpio Tankers,No,No,Shipping,Fix,BB,SBBA,7.000%,Redeemed,Redeemed,Redeemed,#VALUE!,N,NR,NR,$0.44,6/30/2022,6/30/2025,"30th 3,6,9,12",-3.53,All
,Selective Insurance Group,No,Yes,Insurance,Fix,Trad,SIGIP,4.600%,$16.87,NA,6.82%,-467.98%,N,BB+,Ba1,$0.29,12/15/2025,NONE,"15th 3,6,9,12",-0.07,All
,Sempra Energy,No,No,Ute,Fix,BB,SREA,5.750%,$22.72,$0.06,6.33%,-0.83%,Y,BBB-,Baa2,$0.36,10/1/2024,7/1/2079,"1st 1,4,7,10",-1.27,All
,Seritage Growth Properies,Yes,Yes,C-Corp,Fix,Trad,SRG-A,7.000%,$24.13,NA,7.17%,3.48%,N,NR,NR,$0.43,12/14.2022,NONE,"15th 1,4,7,10",,All
,SiriusPoint,Yes,Yes,Insurance,FRR,Trad,SPNT-B,8.000%,$25.33,NA,7.90%,-2.14%,N,NR,BB+,$0.50,2/26/2026,NONE,"LD 2,5,8,11",0.13,All
,Site Centers Corp,Yes,No,eREIT,Fix,Trad,SITC-A,6.375%,Redeem,Redeem,Redeem,Redeem,N,BB,Ba1,$0.40,6/5/2022,NONE,"15th 1,4,7,10",-3.60,All
,SL Green,Yes,No,eREIT,Fix,Trad,SLG-I,6.500%,$22.66,$0.14,7.17%,9.36%,N,BB,Ba1,$0.41,8/10/2017,NONE,"15th 1,4,7,10",-8.42,All
,Sound Point Meridian,Yes,Var,CEF,Fix,Term,SPMA,8.000%,$25.26,$0.03,7.92%,6.75%,N,NR,NR,$0.17,11/30/2026,11/30/2029,LD Month,0.89,All
,Sound Point Meridian,Yes,Var,CEF,Fix ,Term,SPME,7.875%,$25.20,$0.00,7.94%,#DIV/0!,N,NR,NR,$0.17,7/31/2027,7/31/2030,LD Month,,All
,Southern California Gas,Yes,Yes,Ute,Fix,Trad,SOCGP,6.000%,$24.95,-$0.29,6.01%,NA,Y,BBB+,A3,$0.38,Never,NONE,"15th 1,4,7,10",#VALUE!,All
,Southern Company,No,No,Ute,Fix,BB,SOJC,5.250%,$22.01,$0.04,5.96%,11.96%,Y,BBB,Baa2,$0.33,12/1/2022,12/1/2077,"1st 3,6,9,12",-3.11,All
,Southern Company,No,No,Ute,Fix,BB,SOJD,4.950%,$20.59,-$0.01,6.02%,17.64%,Y,BBB,Baa2,$0.31,1/30/2025,1/30/2080,"30th 1,4,7,10",-0.94,All
,Southern Company,No,No,Ute,Fix,BB,SOJE,4.200%,$18.25,$0.01,5.75%,-108.84%,Y,BBB,Baa2,$0.26,10/15/2025,10/15/2060,"15th 1,4,7,10",-0.24,All
,Southern Company,No,No,Ute,Fix,BB,SOJF,6.500%,$25.48,$0.02,6.38%,,Y,BBB,Baa2,$0.41,3/15/2030,3/15/2085,"15th 3,6,9,12",,All
,Spire Inc,Yes,Yes,Ute,Fix,Trad,SR-A,5.900%,$25.24,$0.01,5.84%,6.53%,Y,BBB-,Ba1,$0.37,8/15/2024,None,"15th 2,5,8,11",-1.40,All
,State Street Corp,No,Yes,Finance,Fix,Trad,STT-G,5.350%,$22.85,$0.01,5.85%,54.15%,Y,BBB ,Baa1,$0.33,3/15/2026,NONE,"15th 3,6,9,12",0.18,All
,State Street Corp,No,Yes,Finance,Fix,Trad,STT-D,5.900%,Redeem,Redeem,Redeem,Redeem,Y,BBB ,Baa1,$0.37,3/15/2024,NONE,"15th 3,6,9,12",-1.82,All
,Steel Partners Holdings,Yes,No,MLP,Fix,Trad,SPLPP,6.000%,Redeem,Redeem,Redeem,NA,N,NR,NR,$0.38,Anytime,2/10/2026,"15th 3,6,9,12",#VALUE!,All
,Stifel Financial Corp,No,Yes,Finance,Fix,Trad,SF-B,6.250%,$23.99,$0.07,6.51%,4.30%,N,BB-,NR,$0.39,3/15/2024,NONE,"15th 3,6,9,12",-1.82,All
,Stifel Financial Corp,No,Yes,Finance,Fix,Trad,SF-C,6.125%,$23.54,$0.04,6.50%,-3.74%,N,BB-,NR,$0.38,6/15/2025,NONE,"15th 3,6,9,12",-0.57,All
,Stifel Financial Corp,No,Yes,Finance,Fix,Trad,SF-D,4.500%,$17.10,-$0.11,6.55%,59.46%,N,BB-,NR,$0.28,8/15/2026,NONE,"15th 3,6,9,12",0.60,All
,StonePeak (AKA Teekay LNG),Yes,Yes,Shipping,Fix,Trad,SEAL-A,9.000%,$25.43,$0.03,8.85%,9.25%,N,NR,NR,$0.56,10/5/2021,NONE,"15th 1,4,7,10",-4.27,All
,StonePeak (AKA Teekay LNG),Yes,Yes,Shipping,Fix-Float,Trad,SEAL-B,8.500%,$25.47,$0.12,8.34%,7.28%,N,NR,NR,$0.53,10/15/2027,NONE,"15th 1,4,7,10",1.76,All
,Summit Hotel Properties,Yes,No,Hotel REIT,Fix,Trad,INN-E,6.250%,$18.73,$0.12,8.34%,25.08%,N,NR,NR,$0.39,11/13/2022,NONE,"LD 2,5,8,11",-3.16,All
,Summit Hotel Properties,Yes,No,Hotel REIT,Fix,Trad,INN-F,5.875%,$18.10,-$0.42,8.18%,55.03%,N,NR,NR,$0.37,8/12/2026,NONE,"Ld 2,5,8,11",0.59,All
,Sunstone Hotel Investors,Yes,No,Hotel REIT,Fix,Trad,SHO-H,6.125%,$20.60,$0.22,7.38%,54.96%,N,NR,NR,$0.38,5/24/2026,NONE,"15th 1,4,7,10",0.37,All
,Sunstone Hotel Investors,Yes,No,Hotel REIT,Fix,Trad,SHO-I,5.700%,$19.00,$0.00,7.58%,54.17%,N,NR,NR,$0.36,7/16/2026,NONE,"15th 1,4,7,10",0.52,All
,SURO Capital,No,No,BDC,Fix,BB,SSSSL,6.000%,$25.02,-$0.02,6.08%,6.15%,N,NR,NR,$0.38,12/30/2024,12/30/2026,"30th  3,6,9,12",-1.03,All
,SWK Holdings,No,No,Finance,Fix,BB,SWKHL,9.000%,$25.55,$0.05,8.81%,NA,N,NR,NR,$0.56,Anytime,1/31/2027,"LD 3,6,9,12",,All
,Synchronoss Technology,No,No,Other,Fix,BB,SNCRL,8.375%,Redeem,Redeem,Redeem,#VALUE!,N,NR,NR,$0.52,6/30/2022,6/30/2026,"LD 1,4,7,10",-3.53,All
,Synchrony Financial,No,Yes,Finance,Fix,Trad,SYF-A,5.625%,$19.99,$0.04,7.03%,20.04%,N,BB-,NR,$0.35,11/15/2024,NONE,"15th 2,5,8,11",-1.15,All
,Synchrony Financial,No,Yes,Finance,FRR,Trad,SYF-B,8.250%,$26.38,-$0.03,7.88%,6.24%,N,BB-,NR,$0.52,5/15/2029,NONE,"15th 2,5,8,11",3.35,All
,T-Mobile,No,No,Telecom,Fix,BB,TMUSI,5.500%,$22.82,$0.01,6.03%,#DIV/0!,N,NR,Baa2,$0.34,6/1/2026,6/1/2070,"1st 3,6,9,12",,All
,T-Mobile,No,No,Telecom,Fix,BB,TMUSL,6.250%,$25.07,$0.02,6.23%,#DIV/0!,N,NR,Baa2,$0.39,7/1/2025,9/1/2069,"1st 3,6,9,12",,All
,T-Mobile,No,No,Telecom,Fix,BB,TMUSZ,5.500%,$22.91,-$0.02,6.00%,#DIV/0!,N,NR,Baa2,$0.34,3/1/2026,3/1/2070,"1st 3,6,9,12",,All
,Telephone and Data Systems,Yes,Yes,Telecom,Fix,Trad,TDS-U,6.625%,$21.65,$0.18,7.58%,67.96%,N,BB,Ba3,$0.41,3/31/2026,NONE,"LD 3,6,9,12",0.22,All
,Telephone and Data Systems,Yes,Yes,Telecom,Fix,Trad,TDS-V,6.000%,$19.78,$0.08,7.58%,36.45%,N,BB,Ba3,$0.38,9/30/2026,NONE,"LD 3,6,9,12",0.72,All
,Tellurian,No,No,Energy,Fix,BB,TELZ,8.250%,Redeem,Redeem,Redeem,Redeem,N,NR,NR,$0.52,11/30/2023,11/30/2028,"LD 1,4,7,10",-2.11,All
,Tennessee Valley Authority,No,No,Ute,Spec,BB,TVE,2.216%,$24.45,-$0.04,2.27%,2.94%,Y,AA+,Aaa,$0.14,None,5/1/2029,"1st 2,5,8,11",3.31,All
,Tennessee Valley Authority,No,No,Ute,Spec,BB,TVC,2.134%,$24.23,-$0.02,2.20%,3.48%,Y,AA+,Aaa,$0.13,None,6/1/2028,"1st 3,6,9,12",2.39,All
,Terra Income  Fund 6,No,No,CEF,Fix,BB,TFSA,7.000%,$24.85,$0.00,7.08%,0.60%,N,NR,NR,$0.44,2/10/2023,3/31/2026,"30th 3,6,9,12",-2.92,All
,Terra Property Trust,No,No,REIT,Fix,BB,TPTA,6.000%,$23.68,$0.03,6.42%,5.28%,N,NR,NR,$0.38,6/30/2023,6/30/2026,"30th 3,6,9,12",-2.53,All
,Texas Capital Bancshares,No,Yes,Bank,Fix,Trad,TCBIO,5.750%,$20.35,$0.08,7.06%,50.31%,N,B+,Ba2,$0.36,6/15/2026,NONE,"15th 3,6,9,12",0.43,All
